	52507_184_S27_L001_R1_001	52507_212_S28_L001_R1_001	52507_240_S29_L001_R1_001	52507_271_S30_L001_R1_001	52507_351_S31_L001_R1_001	52507_356_S32_L001_R1_001	52507_362_S33_L001_R1_001	52507_385_S1_L001_R1_001	52507_392_S2_L001_R1_001	52507_397_S3_L001_R1_001	52507_401_S4_L001_R1_001	52507_406_S5_L001_R1_001	52507_407_S6_L001_R1_001	52507_411_S7_L001_R1_001	52507_413_S8_L001_R1_001	52507_414_S9_L001_R1_001	52507_415_S10_L001_R1_001	52507_418_S11_L001_R1_001	52507_422_S12_L001_R1_001	52507_425_S13_L001_R1_001	52507_429_S14_L001_R1_001	52507_431_S15_L001_R1_001	52507_440_S16_L001_R1_001	52507_442_S17_L001_R1_001	52507_445_S18_L001_R1_001	52507_465_S19_L001_R1_001	52507_467_S20_L001_R1_001	52507_472_S21_L001_R1_001	52507_473_S22_L001_R1_001	52507_477_S23_L001_R1_001	52507_479_S24_L001_R1_001	52507_484_S25_L001_R1_001	52507_485_S26_L001_R1_001	52508_002_S34_L001_R1_001	52508_004_S35_L001_R1_001	52508_011_S36_L001_R1_001	52508_014_S37_L001_R1_001	52508_017_S38_L001_R1_001	52508_019_S39_L001_R1_001	52508_022_S40_L001_R1_001	52508_024_S41_L001_R1_001	52508_025_S42_L001_R1_001	52508_027_S43_L001_R1_001	52508_031_S44_L001_R1_001	52508_033_S45_L001_R1_001	52508_036_S46_L001_R1_001	52508_039_S47_L001_R1_001	52508_040_S48_L001_R1_001	52508_043_S49_L001_R1_001	52508_046_S50_L001_R1_001	52508_047_S51_L001_R1_001	52508_052_S52_L001_R1_001	52508_056_S53_L001_R1_001	52508_062_S54_L001_R1_001	52508_064_S55_L001_R1_001	52508_065_S56_L001_R1_001	52508_069_S57_L001_R1_001	52508_070_S58_L001_R1_001	52508_078_S59_L001_R1_001	52508_079_S60_L001_R1_001	52508_086_S61_L001_R1_001	52508_087_S62_L001_R1_001	52508_088_S63_L001_R1_001	52508_090_S64_L001_R1_001	52508_091_S65_L001_R1_001	52508_101_S66_L001_R1_001	52508_105_S67_L001_R1_001	52508_106_S68_L001_R1_001	52508_111_S69_L001_R1_001	52508_114_S70_L001_R1_001	52508_115_S71_L001_R1_001	52508_117_S72_L001_R1_001	52508_119_S73_L001_R1_001	52508_127_S74_L001_R1_001	52508_129_S75_L001_R1_001	52508_131_S76_L001_R1_001	52508_134_S77_L001_R1_001	52508_135_S78_L001_R1_001	52508_139_S79_L001_R1_001	52508_143_S80_L001_R1_001	52508_145_S81_L001_R1_001	52508_149_S82_L001_R1_001	52508_156_S83_L001_R1_001	52508_157_S84_L001_R1_001	52508_158_S85_L001_R1_001	52508_167_S86_L001_R1_001	52508_168_S87_L001_R1_001	52508_173_S88_L001_R1_001	52508_174_S89_L001_R1_001	52508_176_S90_L001_R1_001	52508_179_S91_L001_R1_001	52508_182_S92_L001_R1_001	52508_183_S93_L001_R1_001	52508_189_S94_L001_R1_001	52508_201_S95_L001_R1_001
Tpa_2453_1	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
Tpa_2458_1	170,0	1240,4	3,0	377,2	105,0	307,0	8,0	13,0	4,0	10,0	0,0	16,0	0,0	7,0	17,0	1,0	37,0	19,0	2,0	0,0	3,0	27,0	14,0	52,0	45,0	81,1	36,0	3,0	74,0	18,0	38,0	59,0	60,0	11,0	1,0	1050,1	0,0	201,0	3,0	1,0	1,0	0,0	4,0	6,0	7,0	64,0	0,0	3,0	21,0	5,0	2,0	39,0	2,0	3,0	2,0	23,0	36,0	3,0	11,0	69,53	0,0	12,0	130,0	25,34	2,0	2,0	58,0	29,0	0,0	0,0	3,0	0,0	9,0	575,0	6,0	14,0	4,0	0,0	3,0	8,6	1,0	50,0	20,27	52,0	5,0	0,0	0,0	7,0	162,0	9,0	1,0	2,0	13,0	10,0	0,0
Tpa_2460_1	0,1	0,37	0,0	0,3	0,6	0,11	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,9	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,1	0,0	0,1	0,0	0,1	0,0	0,1	0,1	0,2	0,2	0,0	0,49	0,0	0,1	0,0	0,0	0,0	0,0	0,0	0,0	0,1	0,1	0,0	0,0	0,1	0,0	0,0	0,0	0,0	0,1	0,0	0,0	0,0	0,0	0,0	0,5	0,0	0,0	0,10	0,1	0,0	0,0	0,2	0,0	0,1	0,0	0,0	0,0	0,0	0,8	0,1	0,0	0,0	0,0	0,0	0,0	0,0	0,2	0,3	0,0	0,0	0,0	0,0	0,0	0,7	0,1	0,0	0,0	0,0	0,0	0,0
Tpa_2470_1	9,0	459,0	2,0	52,0	34,0	65,0	8,0	2,0	1,0	2,0	1,0	6,0	0,0	2,2	3,0	1,0	34,0	13,0	1,0	3,0	1,0	8,0	8,0	11,0	15,0	5,0	9,0	2,0	10,0	1,1	3,0	16,0	28,0	4,0	0,0	376,0	1,0	8,0	0,0	0,3	0,0	0,0	6,0	1,2	3,0	4,0	1,0	5,0	2,3	3,0	1,0	8,8	1,0	3,0	0,1	14,0	14,0	2,0	1,0	13,0	1,0	1,0	17,0	14,1	1,0	0,0	13,1	13,0	0,0	1,0	5,0	1,0	10,0	38,0	1,0	5,0	0,0	0,0	11,0	2,0	0,0	15,0	12,0	7,0	0,2	0,0	0,0	3,0	41,0	2,3	3,0	1,0	9,0	7,0	0,0
Tpa_2483_1	5,9	128,0	0,0	74,0	8,14	59,0	1,0	1,0	0,0	3,0	0,0	3,0	0,0	2,0	5,0	1,0	17,0	4,0	0,0	3,0	1,0	4,0	4,0	2,0	19,0	6,6	2,1	0,0	6,0	4,0	5,0	11,0	20,0	0,0	1,0	115,0	0,0	22,0	0,0	0,0	0,0	1,0	3,0	0,0	1,1	9,0	1,0	0,0	3,0	3,0	1,0	3,2	1,0	0,0	0,0	1,1	10,0	1,0	3,0	4,6	1,0	0,0	18,0	7,0	1,0	1,0	11,0	10,0	0,0	0,0	0,0	0,0	2,4	117,0	1,0	1,0	0,0	0,0	3,0	3,0	1,0	14,15	10,0	9,0	0,0	0,0	0,0	3,0	47,0	6,0	3,0	1,0	1,0	4,0	1,0
Tpa_2498_1	4,0	97,0	1,0	23,0	8,2	7,17	1,0	0,1	0,0	0,0	0,0	0,0	0,0	2,0	1,0	0,0	0,0	2,0	1,0	0,0	0,0	0,1	0,0	2,0	4,0	0,2	0,1	0,1	5,0	0,0	0,0	2,1	6,0	1,0	0,0	79,0	0,0	8,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	0,7	0,0	1,0	0,0	2,0	0,0	4,0	0,0	1,0	0,0	0,0	1,0	1,0	0,0	3,0	0,0	0,0	3,0	1,0	0,0	0,0	3,0	3,0	0,0	0,0	1,0	0,0	0,0	50,0	0,0	0,0	0,0	0,0	2,0	0,0	0,0	3,0	8,0	5,0	0,0	0,0	0,0	1,0	16,0	2,0	1,0	0,0	2,0	1,0	0,0
Tpa_2509_1	59,46	708,621	9,0	266,228	135,0	232,0	10,0	11,0	11,0	15,0	1,0	14,0	2,0	3,10	19,0	1,1	24,36	31,0	0,7	4,0	6,0	33,0	21,0	50,0	50,0	92,0	13,21	4,0	25,22	3,11	34,0	22,31	94,0	3,13	0,0	634,682	0,4	125,83	1,0	0,0	0,0	3,0	19,1	6,0	5,5	39,0	0,0	6,0	8,13	5,5	2,0	57,0	5,0	3,2	3,1	37,0	32,0	9,0	13,0	117,0	0,0	12,0	54,52	64,0	3,0	1,0	49,0	38,0	3,0	0,2	5,0	1,0	28,0	372,335	3,4	7,6	4,0	0,1	12,0	6,0	1,1	48,59	61,0	48,0	6,0	0,0	0,0	16,0	213,0	8,8	9,0	1,2	18,0	7,11	3,0
Tpa_2518_1	2,2	0,128	0,1	7,10	6,3	0,24	0,1	0,1	0,0	0,1	0,1	0,3	0,0	1,0	0,2	0,0	0,8	2,1	0,1	0,1	0,1	0,2	0,1	0,2	5,1	0,0	0,3	0,2	0,0	0,0	0,0	0,2	0,9	0,0	0,0	0,93	0,1	2,6	0,0	0,0	0,0	0,0	0,0	0,0	0,1	0,3	0,1	0,0	0,1	0,1	0,0	0,4	0,1	0,0	0,0	0,3	0,8	0,1	0,2	1,3	0,1	1,0	0,3	0,3	1,0	0,1	0,3	0,5	0,0	0,0	0,2	0,1	4,0	0,11	0,1	0,1	0,0	0,0	0,3	0,2	0,0	3,3	0,5	0,4	0,0	0,0	0,0	0,0	0,20	0,6	0,1	0,0	0,1	0,0	0,0
Tpa_2519_1	11,0	53,50	1,0	22,0	4,0	42,0	0,0	2,0	1,0	0,0	0,0	2,0	0,0	2,0	4,0	0,0	9,0	4,0	0,0	0,0	1,0	3,0	3,0	4,0	8,0	2,0	1,0	0,0	5,0	0,0	3,0	4,0	14,0	1,0	0,0	47,29	0,0	18,0	1,0	0,0	1,0	0,0	0,0	0,0	4,0	5,0	0,0	0,0	1,0	0,0	0,0	5,0	0,0	1,0	1,0	3,0	6,0	0,0	0,0	11,0	0,0	1,0	11,0	4,0	2,0	0,0	5,0	4,0	0,0	0,0	0,0	1,0	4,0	37,0	1,0	1,0	0,0	0,0	2,0	0,0	0,0	14,0	3,0	5,0	0,0	0,0	0,0	1,0	31,0	1,0	0,0	0,0	0,0	0,0	0,0
Tpa_2523_1	1,0	29,0	0,0	1,0	3,0	3,6	0,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	1,0	1,0	0,0	0,0	0,0	0,0	1,0	1,0	3,0	0,0	0,0	0,0	0,0	0,0	0,0	2,0	1,0	0,0	0,0	22,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	2,0	0,0	0,0	0,0	1,0	0,0	1,0	1,0	0,0	0,0	1,0	0,0	0,0	1,0	0,0	1,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	2,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	2,0	0,0	0,0	0,0	0,0	6,0	0,0	0,0	0,0	0,1	1,0	0,0
Tpa_2581_1	23,35	2,2230	1,16	0,487	0,111	170,230	0,20	8,5	1,3	0,22	0,0	0,14	0,1	0,16	0,17	0,0	20,31	0,30	0,5	0,5	0,7	12,21	0,25	0,58	14,28	0,44	0,44	0,5	25,18	0,10	14,12	0,48	0,79	0,13	0,1	0,2112	1,1	0,329	0,10	0,3	0,3	0,0	13,11	0,10	0,11	0,43	0,3	0,9	5,12	2,7	0,4	0,73	4,2	0,6	0,4	0,49	18,24	0,6	1,12	1,123	0,0	5,4	0,109	0,64	1,4	0,2	27,36	0,46	0,4	0,1	0,10	0,2	28,0	0,291	0,11	0,19	0,10	0,1	0,28	0,11	0,9	0,84	19,28	0,62	1,2	0,0	0,1	0,28	0,142	0,16	0,5	0,1	0,18	0,18	0,2
Tpa_2601_1	1,110	3,4041	14,0	359,362	93,0	0,305	5,10	19,0	9,7	40,46	1,0	5,8	0,0	11,0	8,11	0,1	23,25	42,0	4,3	3,0	8,5	16,22	12,15	51,45	35,30	32,29	42,52	3,5	102,68	0,4	19,23	57,0	0,66	4,6	2,1	1,3188	4,1	627,644	4,0	1,0	1,0	1,4	35,0	4,6	0,44	40,0	0,1	11,0	14,0	4,0	0,4	80,117	7,5	5,0	2,0	54,0	23,39	2,2	12,14	166,141	0,0	4,0	61,44	42,0	2,11	1,2	39,26	1,23	1,0	0,0	10,0	2,0	0,51	327,328	9,0	12,19	7,0	0,0	19,0	13,27	1,1	0,93	59,0	285,0	4,1	0,0	0,1	28,0	160,0	9,0	0,3	7,1	14,0	7,7	0,1
Tpa_2608_1	38,0	655,0	5,0	212,0	54,0	61,64	6,0	11,0	0,1	4,0	0,0	17,0	1,0	6,0	8,10	0,0	29,0	15,0	3,0	1,1	3,0	19,0	2,5	19,0	26,0	0,18	12,5	0,4	28,0	2,1	5,4	14,0	60,0	0,2	0,0	601,0	0,0	93,0	0,0	0,0	1,0	0,1	7,8	0,2	8,0	15,13	0,0	0,4	13,0	3,0	0,1	23,21	5,0	2,0	1,0	3,10	11,9	4,0	8,0	0,18	0,0	1,2	43,22	15,14	3,2	4,0	20,13	5,9	1,0	1,0	5,0	0,0	13,0	330,0	2,3	5,3	3,0	0,0	9,0	4,0	1,0	93,0	35,0	25,0	7,0	0,0	0,0	12,0	115,0	5,0	6,0	2,0	6,0	2,2	0,0
Tpa_2636_1	2,0	119,0	0,0	10,0	7,0	16,0	1,0	1,0	1,0	0,0	0,0	2,0	0,0	0,0	1,0	0,0	3,0	1,0	1,0	1,0	0,0	0,0	1,0	3,0	2,0	1,0	1,0	0,0	1,0	0,0	1,0	3,0	5,0	0,0	0,0	64,0	0,0	3,0	0,0	0,0	0,0	0,0	0,0	0,0	4,0	0,0	0,0	0,0	0,0	0,0	0,0	3,0	0,0	0,0	0,0	2,0	6,0	1,0	0,0	9,0	0,0	0,0	2,0	1,0	0,0	0,0	4,0	3,0	1,0	0,0	1,0	0,0	6,0	1,0	1,0	0,0	0,0	0,0	1,0	0,0	0,0	5,0	1,0	3,0	0,0	0,0	0,0	0,0	5,0	1,0	0,0	0,0	1,0	0,0	0,0
Tpa_2639_1	0,6	0,49	0,1	0,17	0,4	0,19	0,1	0,1	0,0	0,0	0,0	0,0	0,0	0,3	0,1	0,0	0,2	0,2	0,0	0,0	0,0	0,1	0,0	0,0	2,2	0,2	1,0	0,0	0,1	0,1	0,0	0,5	0,4	0,0	0,0	0,51	0,0	0,7	0,0	1,0	0,0	0,0	0,2	0,0	0,0	0,3	0,0	0,1	0,3	0,1	0,0	0,1	0,0	0,1	0,0	0,1	0,0	0,0	0,1	0,2	0,0	0,0	0,4	0,2	0,0	0,1	0,1	0,0	0,0	0,0	0,0	0,0	0,2	0,36	0,0	0,0	0,0	0,0	0,1	0,0	0,0	0,12	0,4	2,5	0,1	0,0	0,0	0,1	0,15	0,0	0,0	0,0	0,1	0,2	0,0
Tpa_2664_1	2,1	90,0	0,0	7,0	4,0	26,0	0,0	0,0	0,0	1,0	0,0	1,0	0,0	0,0	1,0	0,0	4,0	1,0	0,0	0,0	0,0	0,0	0,0	3,0	5,0	1,0	0,0	1,0	2,0	2,0	0,0	1,0	7,0	1,0	0,0	56,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	2,0	0,0	2,0	1,0	0,0	1,0	2,0	0,0	0,0	0,0	1,0	3,0	1,0	0,0	0,0	0,0	0,0	2,0	1,0	0,0	0,0	7,0	1,0	0,0	0,0	0,0	0,0	0,0	19,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	8,0	3,0	1,0	0,0	0,0	0,0	2,0	10,0	3,0	0,0	0,0	1,0	0,0	0,0
Tpa_2702_1	91,0	888,0	6,0	492,1	47,0	266,0	10,0	13,0	2,0	6,0	1,0	15,0	0,0	1,2	17,0	2,0	32,0	18,0	4,0	4,0	4,0	14,0	14,0	31,0	57,0	63,0	47,0	1,0	60,0	9,0	15,0	51,0	46,0	10,0	1,0	641,0	1,0	174,1	3,0	1,0	2,0	1,0	24,0	3,0	4,0	52,0	1,0	7,0	12,0	4,0	2,0	30,0	2,0	3,0	4,0	18,0	23,0	5,0	10,0	24,27	1,0	5,6	144,0	74,0	1,1	3,0	44,0	24,0	2,0	1,0	2,0	1,0	24,0	950,1	1,2	4,0	1,0	1,0	7,0	6,0	0,0	135,0	9,10	0,40	1,0	0,0	1,0	19,0	186,0	14,0	2,1	3,0	13,0	8,0	1,0
Tpa_2712_1	102,77	1,1713	0,12	0,622	0,106	0,345	0,16	0,24	0,6	0,10	0,1	0,30	0,4	0,20	0,36	0,1	0,69	21,17	0,5	0,5	0,4	0,34	0,18	0,61	0,108	31,16	0,40	0,14	0,77	0,15	0,48	0,62	0,106	0,16	0,1	1,1654	0,3	0,204	0,3	0,2	0,5	0,1	0,35	0,8	0,14	101,54	0,4	0,12	0,23	0,13	0,6	0,70	0,5	0,6	0,4	0,46	0,65	0,10	0,17	0,108	0,1	0,16	0,139	0,132	0,3	0,0	33,43	0,47	0,0	1,1	2,2	0,1	0,25	1,844	0,7	0,9	0,4	1,0	0,20	0,17	0,2	1,268	0,49	0,93	0,8	0,0	0,1	0,33	1,286	0,19	1,8	1,3	0,10	0,11	0,0
Tpa_2734_1	200,0	372,1245	4,0	480,0	43,0	275,0	9,0	8,0	7,0	26,0	0,0	14,0	0,0	2,10	23,0	0,0	19,53	27,0	7,0	3,0	2,0	25,0	17,0	47,0	55,0	30,82	34,0	0,0	158,1	13,0	42,80	83,0	42,0	7,0	1,1	347,1158	1,0	299,0	2,0	0,2	1,0	1,0	19,0	2,0	12,0	111,0	7,0	2,0	5,17	4,0	1,3	50,0	2,0	0,0	2,0	27,0	26,0	6,0	5,0	203,0	0,1	7,15	286,0	70,0	1,0	0,0	57,0	26,0	0,0	0,0	2,0	0,0	24,0	560,0	9,12	2,0	1,0	0,0	11,0	11,0	1,0	219,0	36,0	66,0	2,0	0,0	0,0	8,0	221,0	9,0	4,0	1,5	8,0	8,0	1,0
Tpa_2741_1	0,1	0,8	0,0	1,0	0,0	1,3	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,8	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,1	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0	0,4	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,1	0,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0
Tpa_2745_1	260,0	1,1987	8,11	925,0	158,169	908,0	22,0	28,0	12,10	23,0	0,2	38,0	5,0	25,0	62,0	4,0	0,102	46,0	2,1	2,3	7,0	70,0	38,0	93,0	131,0	161,1	48,0	4,4	63,56	13,17	103,0	1,112	54,72	17,19	0,2	3,1955	5,4	393,0	5,3	2,1	2,5	2,0	28,0	5,0	19,0	200,0	15,0	14,0	27,0	19,0	8,0	86,0	9,0	9,0	0,5	22,33	81,0	16,0	10,11	247,0	3,0	0,38	469,0	104,0	3,1	6,0	135,0	59,0	6,0	3,0	5,3	1,0	0,43	1235,0	33,0	21,0	10,0	0,0	19,1	16,0	2,0	419,1	99,0	0,59	6,6	0,2	3,0	45,0	546,0	14,24	0,11	3,1	10,11	12,12	4,0
Tpa_2763_1	157,0	534,0	4,0	584,0	95,0	122,0	10,0	9,0	2,0	9,0	1,0	8,0	1,0	4,0	19,0	0,0	25,0	10,0	0,0	1,0	2,0	19,0	3,0	50,0	35,0	63,0	34,0	1,0	164,0	5,0	43,0	66,0	29,0	7,0	0,0	388,0	0,0	383,0	1,0	1,0	4,0	1,0	7,0	6,0	5,0	60,67	8,0	2,0	6,0	6,0	0,0	39,0	3,0	1,0	1,0	6,0	25,0	2,2	6,0	150,0	2,0	9,0	327,0	69,0	1,0	0,0	41,0	18,0	3,0	0,0	2,0	0,0	10,0	565,0	10,0	5,0	1,0	0,0	3,0	8,0	0,0	250,0	22,0	39,0	4,0	0,0	1,0	7,0	237,0	6,0	2,0	2,0	3,0	1,0	1,0
Tpa_2845_1	0,0	0,27	0,0	0,0	0,0	0,1	0,0	0,0	0,0	0,1	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,1	0,0	0,0	0,0	0,0	0,0	0,0	0,1	0,0	0,0	0,1	0,0	0,0	0,1	0,1	0,0	0,0	0,0	0,14	0,0	0,2	0,0	0,0	0,0	0,0	0,0	0,1	0,1	0,0	0,0	0,0	0,1	0,0	0,0	0,1	0,0	0,0	0,0	0,1	0,1	0,0	0,0	0,2	0,0	0,0	0,1	0,1	0,0	0,0	0,0	0,1	0,0	0,0	0,0	0,1	0,0	0,0	0,0	0,0	0,0	0,0	0,1	0,1	0,0	0,0	0,2	0,0	0,0	0,0	0,0	0,1	0,3	0,0	0,0	0,0	0,0	0,0	0,0
Tpa_2854_1	3,0	50,0	1,0	12,0	3,0	13,0	1,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	2,0	0,0	0,3	0,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0	4,0	1,0	0,0	2,0	0,0	0,0	1,0	0,0	0,0	0,0	32,1	0,0	6,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	1,0	0,0	0,0	1,0	0,0	0,0	0,0	1,0	0,0	1,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0	19,0	0,1	0,0	0,0	0,0	0,0	0,0	0,0	0,0	2,0	4,0	1,0	0,0	0,0	0,0	4,6	0,0	0,0	0,0	0,0	0,0	0,0
Tpa_2856_1	1,0	307,0	0,0	19,1	0,8	39,0	5,0	2,0	0,0	0,0	0,0	3,0	0,0	0,5	1,0	0,1	7,0	8,0	2,0	1,0	0,0	3,0	4,0	4,0	6,0	2,0	3,0	0,0	0,0	4,0	2,0	6,0	16,0	1,0	0,0	283,0	0,0	10,0	1,0	0,0	0,0	0,0	1,0	2,0	3,0	0,0	1,0	2,0	2,0	1,0	0,1	7,0	1,0	2,0	0,0	3,5	5,2	3,0	2,0	8,3	0,0	6,0	9,0	6,0	0,0	0,0	0,3	4,0	0,0	1,0	0,0	1,0	7,0	5,1	0,0	1,0	0,0	0,0	2,1	0,0	0,0	5,0	1,7	2,0	2,0	0,0	2,0	3,0	21,0	2,0	0,0	0,0	9,0	0,0	0,0
Tpa_2861_1	0,6	0,46	0,0	0,31	0,9	0,25	0,1	0,0	0,0	0,0	0,0	0,1	0,0	0,0	0,0	0,0	0,2	0,1	0,0	0,0	0,0	0,4	0,0	0,3	0,2	0,9	0,2	0,0	0,3	0,1	0,4	0,6	0,4	0,1	0,0	0,55	0,0	0,16	0,0	0,0	0,0	0,0	0,2	0,0	1,1	0,2	0,1	0,0	0,0	0,0	0,0	0,4	0,0	1,0	0,0	0,1	0,3	0,1	0,1	0,6	0,0	0,0	0,8	0,7	0,0	0,0	0,4	0,1	0,0	0,0	0,0	0,0	0,1	0,46	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,12	0,4	0,4	0,0	0,0	0,0	0,2	0,18	0,1	0,0	0,0	0,0	0,0	0,0
Tpa_2868_1	4,0	56,0	0,0	4,0	7,0	18,0	0,0	0,0	0,0	1,0	0,0	0,1	0,0	0,0	2,0	0,0	4,0	0,0	0,0	0,0	0,0	1,0	0,0	1,0	2,0	1,0	2,0	0,0	0,0	0,0	0,0	2,0	2,0	0,0	0,0	53,0	0,0	6,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	2,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	2,0	0,0	0,0	3,0	0,0	1,0	2,0	0,1	0,0	0,0	0,0	2,0	0,0	0,0	0,0	0,0	0,0	15,0	1,1	0,0	0,0	0,0	1,0	0,0	0,0	4,0	2,0	1,0	2,0	0,0	0,0	0,0	6,0	0,0	0,0	0,0	0,0	0,0	0,0
Tpa_2900_1	0,206	0,1182	0,6	1,491	0,117	0,285	0,14	0,11	0,3	0,8	0,0	6,2	0,0	0,5	0,16	0,0	0,22	0,18	0,6	0,4	0,5	0,23	0,6	0,61	0,37	0,59	0,22	0,1	0,110	0,3	0,26	0,67	0,61	0,8	0,2	0,674	0,4	0,210	0,4	0,1	0,0	0,2	0,18	0,3	0,5	0,57	0,1	0,6	0,12	1,3	0,1	0,46	4,0	0,3	0,3	0,35	0,18	0,7	0,16	0,137	0,0	0,13	0,112	0,37	0,4	0,1	0,37	0,25	0,2	0,0	0,4	0,0	0,16	0,669	0,11	0,13	0,5	0,0	0,9	0,2	0,3	49,44	0,30	0,45	0,6	0,0	0,1	0,15	106,101	0,12	0,4	0,1	0,7	0,13	0,0
Tpa_2907_1	0,10	0,60	0,2	0,21	0,11	0,29	0,2	2,0	0,0	0,0	0,0	0,1	0,0	0,0	1,0	0,0	0,1	0,1	0,0	1,0	1,0	0,2	0,0	0,2	0,1	0,9	0,0	0,0	0,2	0,0	0,2	3,0	4,7	0,2	0,0	0,42	0,0	0,17	0,0	0,0	0,0	0,0	0,2	0,0	0,0	0,7	0,0	0,0	0,2	0,3	0,0	0,3	0,1	0,0	0,0	2,2	3,1	0,0	0,0	10,0	0,0	0,0	0,12	0,4	0,0	0,0	0,5	1,2	0,0	0,0	0,0	0,0	0,1	22,23	0,1	0,0	0,0	0,0	0,0	0,0	0,0	0,10	0,2	0,3	0,0	0,0	0,0	0,0	0,18	0,1	0,0	0,1	0,2	0,0	0,0
Tpa_2961_1	8,0	91,100	0,0	16,0	1,0	22,0	3,0	3,0	2,0	0,0	0,0	1,0	0,0	0,0	1,0	0,0	2,0	3,0	0,0	0,0	1,0	4,0	1,0	0,0	0,0	1,0	2,0	0,0	11,0	2,0	4,0	4,0	9,0	0,0	0,0	97,96	1,0	7,0	0,0	0,0	0,0	0,0	2,0	0,0	1,0	0,0	0,0	0,0	2,0	0,0	0,0	8,0	0,0	0,0	0,0	6,0	8,0	0,0	0,0	9,0	0,0	2,0	5,0	0,0	1,0	0,0	4,0	5,0	0,0	0,0	0,0	0,0	3,0	18,0	0,0	0,0	0,0	0,0	0,0	2,0	0,0	3,0	5,0	3,0	0,0	0,0	0,0	2,0	32,0	0,0	0,0	1,0	3,0	0,0	0,0
Tpa_2970_1	0,1	47,0	0,1	10,14	8,9	25,0	0,0	2,0	0,0	1,0	0,0	1,0	0,0	1,0	2,0	0,0	5,0	4,0	0,0	1,0	1,0	3,0	3,0	4,0	7,0	5,0	5,0	0,0	1,0	2,0	2,0	2,3	7,0	0,0	0,0	55,0	0,0	4,3	0,0	0,0	0,0	0,0	3,0	0,0	1,0	1,1	0,0	1,0	0,0	2,0	0,0	2,2	1,0	1,0	0,0	1,0	3,0	2,0	0,0	3,0	0,0	1,0	7,0	3,0	2,0	0,0	6,0	7,0	0,0	0,0	0,0	0,0	0,0	27,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	4,0	5,0	3,0	0,0	0,0	0,0	4,0	27,0	1,0	0,1	0,0	3,0	0,0	0,0
